Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444037/SRR8444037_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444038/SRR8444038_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444043/SRR8444043_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970629/SRR7970629_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970630/SRR7970630_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970631/SRR7970631_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970598/SRR7970598_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970599/SRR7970599_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970600/SRR7970600_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269830/SRR8269830_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269647/SRR8269647_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269650/SRR8269650_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916318/SRR10916318_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916319/SRR10916319_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916320/SRR10916320_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970603/SRR7970603_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970606/SRR7970606_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970610/SRR7970610_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027727/SRR9027727_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027728/SRR9027728_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027730/SRR9027730_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916163/SRR10916163_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916164/SRR10916164_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916165/SRR10916165_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-115_RNA_cac-1__Rep1_S139/149-115_RNA_cac-1__Rep1_S139_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-117_RNA_cac-1__Rep3_S141/149-117_RNA_cac-1__Rep3_S141_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-65_RNA_cac-1_cac-2___S65/149-65_RNA_cac-1_cac-2___S65_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-66_RNA_cac-1_cac-2___S66/149-66_RNA_cac-1_cac-2___S66_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-67_RNA_cac-1_cac-2___S67/149-67_RNA_cac-1_cac-2___S67_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-96_RNA_cac-1-suz-12__Rep1_S96/149-96_RNA_cac-1-suz-12__Rep1_S96_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-97_RNA_cac-1-suz-12__Rep2_S121/149-97_RNA_cac-1-suz-12__Rep2_S121_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-98_RNA_cac-1-suz-12__Rep3_S122/149-98_RNA_cac-1-suz-12__Rep3_S122_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690267/SRR7690267_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690268/SRR7690268_Aligned.sortedByCoord.out.bam
NCU08091	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	233191;233304;233373;233623;233623;234407	233256;233558;233558;234489;234247;234489	+;+;+;+;+;+	1188	1655	1732	1740	1732	1507	1673	2265	2546	2798	1486	1366	2000	1166	730	661	2042	2517	1528	985	1121	864	3155	3883	3832	3176	761	636	1020	455	1938	1192	570	1444	748	1023	1431	970	1463	841	1373	148	282
NCU08092	CM002236.1;CM002236.1;CM002236.1	234958;235569;235978	235448;235880;236170	-;-;-	996	20719	14538	20859	17932	17176	18508	15168	17608	17851	19258	21914	30267	14101	5846	10830	29203	27980	23632	15520	16526	13156	35834	44960	45145	34998	11652	10948	16350	3206	9587	10478	5855	15548	6962	7115	7789	5113	16527	11142	11682	346	765
NCU08093	CM002236.1;CM002236.1;CM002236.1;CM002236.1	237749;237865;238034;238147	237797;237894;238084;238208	+;+;+;+	192	11994	10835	12044	10858	10070	9770	10214	12314	11414	9344	9676	17244	8022	5111	5638	11853	12315	9558	7902	9060	6888	31644	38354	37812	31639	4675	5577	7456	2204	7444	5815	1754	4649	2565	6372	6866	4275	9535	8995	14691	1434	1250
NCU08094	CM002236.1;CM002236.1	239188;239749	239506;240626	+;+	1197	5831	8035	6212	5677	5203	5993	4516	5401	5088	7599	8435	12059	3010	2851	2541	4746	4133	4242	2685	3105	2782	5935	7849	7909	5940	3320	2430	2603	2158	5243	4946	3701	7252	3758	6194	9190	5220	3870	3387	3570	455	572
NCU08095	CM002236.1;CM002236.1	240862;241536	241330;241804	-;-	738	2287	1173	2326	2374	2143	1483	4889	4747	6076	526	465	712	595	128	219	12131	14319	10241	2807	3073	2181	6730	9001	9284	6735	1331	1034	2312	282	765	542	287	1011	678	1109	1024	615	10709	6861	5669	43	868
NCU08096	CM002236.1;CM002236.1	243324;244178	243346;246248	-;-	2094	117	188	91	140	110	131	77	75	88	39	46	85	31	13	17	77	63	64	57	46	32	117	133	106	102	59	31	79	20	39	63	70	105	60	170	178	68	139	89	64	15	43
NCU16307	CM002236.1;CM002236.1	246887;247422	247378;247478	-;-	549	16	26	14	22	8	12	14	12	13	11	5	8	0	4	2	20	12	9	3	1	7	10	20	27	15	18	5	0	0	0	0	11	10	14	14	24	15	27	6	13	0	0
NCU08097	CM002236.1;CM002236.1;CM002236.1	249306;250847;251518	250790;251445;251944	-;-;-	2511	265	430	276	298	258	335	210	266	268	107	100	137	86	54	46	156	151	110	89	122	94	224	272	267	223	116	107	92	26	108	114	82	157	84	710	663	521	242	91	175	40	40
NCU08098	CM002236.1	253827	254195	+	369	164	136	115	146	121	163	82	93	108	19	28	27	38	38	33	100	97	91	51	68	44	142	142	121	118	42	52	38	22	100	64	45	102	50	128	190	101	124	47	77	5	4
NCU08099	CM002236.1	255090	255638	-	549	498	301	279	574	512	519	404	487	322	57	62	68	125	306	125	237	167	194	97	177	130	566	719	746	557	80	195	91	88	262	158	67	171	93	553	980	517	316	182	460	125	60
NCU08100	CM002236.1	256166	256627	+	462	234	155	159	233	221	223	217	266	165	30	32	42	97	229	114	144	146	117	66	95	52	311	374	387	284	91	184	272	83	311	146	156	295	111	803	1301	673	190	174	500	173	63
NCU08101	CM002236.1	257493	259361	+	1869	2	4	0	0	2	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	4	0	4	2	0	2	2	2	0	8	4	0	0	4	4	8	2	0	8	0	1
NCU08102	CM002236.1	262020	263387	-	1368	10	30	18	22	11	17	8	37	19	0	2	0	0	0	0	0	4	2	2	2	0	0	0	0	0	2	6	2	25	46	34	30	47	35	104	104	74	4	4	0	8	1
NCU08103	CM002236.1	264036	265388	-	1353	7	58	19	21	35	21	8	2	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	53	19	29	24	14	54	70	51	2	4	4	1	0
NCU08105	CM002236.1;CM002236.1	291633;292700	292267;292877	+;+	813	0	0	4	0	1	2	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	11	10	10	0	0	0	0	0
NCU08106	CM002236.1	293167	294573	+	1407	0	7	0	0	3	4	2	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	2	0	10	16	14	0	0	0	0	0
NCU08107	CM002236.1	296499	297770	-	1272	2	1	0	2	3	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	16	12	6	0	0	0	0	0
NCU08109	CM002236.1	302353	303729	+	1377	2	4	2	4	0	6	23	9	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	2	2	2	2	12	6	6	0	0	2	5
NCU08110	CM002236.1;CM002236.1	305703;306102	305993;308126	-;-	2316	4759	3478	4176	4103	3472	3261	4257	5511	4857	1299	1292	1731	1223	1005	835	4600	4420	3236	1790	1953	1722	7003	8511	8136	7049	1020	934	840	269	843	809	342	854	401	645	863	382	2713	2081	2369	270	378
NCU08111	CM002236.1;CM002236.1	309019;310330	310273;310364	+;+	1290	2207	2735	2374	2058	1973	2209	1409	1967	1730	1497	1524	2184	553	618	616	1357	1228	1075	638	816	892	2414	2759	2814	2153	691	608	517	184	546	304	146	394	134	402	450	198	1041	846	1060	182	101
NCU08112	CM002236.1;CM002236.1;CM002236.1;CM002236.1	311541;312429;312557;313267	312376;312492;313126;313407	+;+;+;+	1611	661	688	645	671	614	700	503	648	627	873	828	1110	327	266	216	617	785	552	335	417	343	1191	1416	1420	1080	482	299	347	53	169	153	98	193	88	220	256	110	475	391	649	55	49
NCU08113	CM002236.1;CM002236.1	314022;314779	314273;315177	+;+	651	98	51	73	84	55	82	71	75	54	99	87	143	59	32	50	74	60	39	28	44	22	99	106	121	110	65	32	85	24	46	21	30	65	34	75	104	47	55	49	63	6	6
cdt-2	CM002236.1;CM002236.1;CM002236.1;CM002236.1	319261;319505;320676;320860	319440;320606;320801;321029	-;-;-;-	1578	94	67	69	100	85	106	52	40	51	45	41	78	46	26	22	84	106	65	52	50	53	155	153	146	148	39	39	59	20	60	53	20	29	20	46	76	51	77	57	67	11	19
msh3	CM002236.1	325063	328500	+	3438	635	566	526	604	594	538	653	833	800	138	161	236	212	142	100	612	560	406	362	396	381	1219	1724	1741	1338	170	157	178	50	234	124	26	86	38	90	150	82	390	290	404	120	157
NCU08116	CM002236.1	328658	330088	-	1431	7	45	9	24	15	16	4	26	5	2	4	0	0	2	2	2	2	3	8	2	2	8	0	15	14	3	1	4	14	24	16	28	22	21	12	18	12	0	2	0	2	1
NCU08117	CM002236.1;CM002236.1;CM002236.1	332263;333091;334398	332937;334260;334580	-;-;-	2028	1251	1347	672	1253	1211	1301	675	874	833	1848	1980	2652	209	155	168	321	241	244	196	224	183	670	807	753	637	240	302	385	306	1313	912	712	1738	562	702	853	559	520	297	451	242	358
pex1	CM002236.1;CM002236.1	335309;339012	338935;339128	-;-	3744	2235	1915	2155	1990	1584	1552	2048	2749	2517	1043	952	1252	634	636	361	2238	2381	1500	709	757	748	4408	5367	5371	4469	500	436	622	202	610	421	82	186	108	392	560	218	1423	772	1588	255	265
NCU08119	CM002236.1;CM002236.1;CM002236.1	340165;340349;343004	340213;342693;343084	+;+;+	2475	2416	2060	2136	2131	1714	1678	2310	2977	2780	653	766	837	766	701	602	2097	2653	1657	927	1068	981	4943	6610	6501	4768	670	646	883	131	1054	372	110	278	128	570	636	338	1310	998	1764	516	493
NCU08120	CM002236.1;CM002236.1	343827;344695	344614;345316	-;-	1410	2715	2847	2658	2716	2534	2180	2959	4232	3769	921	779	1192	1043	1257	854	1504	1336	1478	829	1358	1117	2465	2826	2694	2630	800	726	1125	441	1996	1129	161	322	183	933	1210	517	980	1048	1505	1104	430
NCU08121	CM002236.1	345962	346564	+	603	588	623	603	571	480	478	1037	1252	1205	132	111	195	183	204	233	302	301	282	164	229	216	465	620	676	465	113	138	172	38	244	119	50	126	46	78	128	59	228	171	199	88	74
NCU10647	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	349128;349128;349128;350032;350032;350032;350863;350926;350926	349972;349972;349972;350778;350778;350778;351481;351481;351481	-;-;-;-;-;-;-;-;-	2211	2535	2348	2349	2114	1799	2029	1228	1470	1138	1159	1243	1774	450	322	400	1755	1741	1355	800	850	867	2967	3601	3700	2963	344	340	227	159	474	466	197	413	243	497	587	360	1196	596	881	155	281
NCU16310	CM002236.1;CM002236.1;CM002236.1;CM002236.1	351913;352153;352625;353136	352041;352244;352794;353209	+;+;+;+	465	258	229	189	225	183	221	80	144	98	102	139	159	32	20	28	141	183	168	105	63	56	185	293	248	196	37	25	6	7	6	8	7	18	8	11	13	13	122	26	71	9	23
NCU07509	CM002236.1;CM002236.1	356422;356923	356854;357542	+;+	1053	1454	1241	1155	1601	1368	1414	925	1286	1051	853	792	1076	572	669	493	1108	1120	876	646	839	683	1787	1964	1969	1677	353	471	595	382	1327	940	856	1539	958	1488	1863	929	659	455	675	167	134
NCU07508	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	359462;359850;360492;360801;360884	359779;360419;360738;360828;361343	+;+;+;+;+	1623	41	37	25	42	37	39	15	21	10	10	14	31	6	11	0	25	28	12	10	10	4	30	38	33	36	3	18	3	12	22	12	8	37	30	14	14	21	16	10	20	26	28
NCU16311	CM002236.1;CM002236.1;CM002236.1;CM002236.1	363638;363870;364373;365990	363792;364299;365794;366043	-;-;-;-	2061	46	44	33	65	58	107	34	86	38	108	72	87	10	2	6	60	65	51	35	23	46	50	75	73	36	18	2	12	8	70	34	21	36	23	34	76	41	27	28	33	26	20
NCU07507	CM002236.1;CM002236.1;CM002236.1;CM002236.1	367034;367034;367224;367224	367157;367157;367336;367336	-;-;-;-	237	121	195	141	188	202	200	220	299	236	119	102	234	78	44	40	103	118	103	108	127	127	182	226	244	179	50	52	94	26	116	54	44	50	34	114	80	64	109	58	89	40	13
NCU07506	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	368179;368254;368500;369043;369043	368193;368975;368975;369181;369181	+;+;+;+;+	876	2231	2177	2101	2504	2642	2737	2217	2875	3002	2056	1994	3074	1244	971	1178	2421	2078	1840	1697	2145	1546	3398	4290	4123	3178	1160	1042	1221	494	1783	1290	724	1533	560	1578	1950	1110	1635	1495	1727	634	293
NCU07505	CM002236.1;CM002236.1;CM002236.1;CM002236.1	378276;379166;379361;379748	379100;379296;379669;380096	-;-;-;-	1614	1131	1035	1037	885	831	802	1298	1646	1632	268	273	364	325	227	224	723	848	680	296	331	299	1546	2103	2080	1315	237	220	204	65	186	168	84	153	108	295	309	192	494	382	571	152	204
major facilitator superfamily transporter protein MFS1	CM002236.1;CM002236.1;CM002236.1	381713;383466;383544	383391;383471;384072	-;-;-	2214	3277	3745	3143	2833	2501	2603	2704	3563	3450	2711	2847	3735	1626	1484	823	2469	2502	1873	1122	1391	1243	4906	5723	5685	4772	1022	973	1121	498	1529	1298	510	1300	598	1473	1903	1082	1582	1192	1537	175	270
NCU07503	CM002236.1;CM002236.1	387495;388346	387865;388487	-;-	513	13355	15165	12706	13336	11917	14320	11531	13164	13315	8785	8974	13951	3910	6276	5869	7512	6021	5757	4197	5207	4502	7507	9956	9835	7524	1625	3678	4202	1712	5934	4285	1713	3536	1976	6296	7865	4996	3939	4128	2688	301	801
NCU07502	CM002236.1;CM002236.1	390043;390483	390400;392422	+;+	2298	2891	1834	2406	1982	1775	1888	1300	1683	1829	1116	1027	1335	703	580	675	2467	2792	1785	1010	1065	898	4427	5302	5226	4165	476	628	824	134	446	364	190	343	255	438	651	391	1821	1084	1733	34	81
NCU07501	CM002236.1;CM002236.1;CM002236.1	393677;394185;394592	394128;394515;395053	-;-;-	1245	4	34	6	22	16	15	53	63	45	0	2	0	0	0	0	2	4	2	0	4	0	2	2	0	0	0	0	0	16	26	12	8	22	14	418	324	248	0	0	0	12	1
NCU07500	CM002236.1;CM002236.1;CM002236.1;CM002236.1	397225;397716;397948;398177	397644;397885;398117;398634	+;+;+;+	1218	20	44	10	38	23	41	224	252	156	1	0	0	0	0	2	4	2	0	0	2	0	0	0	0	0	0	0	0	2	24	24	10	36	8	887	673	566	0	2	2	20	5
NCU07499	CM002236.1;CM002236.1;CM002236.1	400255;400593;400837	400521;400765;401476	+;+;+	1080	18	28	14	34	38	27	11	32	28	6	0	4	4	4	2	12	6	3	6	2	6	8	5	7	6	29	20	32	6	12	10	16	38	25	35	34	10	4	4	8	12	15
mus-40	CM002236.1	402193	406002	-	3810	1370	1061	1304	1350	1283	1362	930	1314	1032	720	726	959	284	220	181	1188	1079	957	721	648	704	1485	2118	2105	1606	324	230	321	132	520	420	186	310	178	302	434	213	786	477	637	392	415
NCU07497	CM002236.1;CM002236.1	406807;407060	406950;407452	+;+	537	373	504	410	403	430	407	244	240	272	277	340	452	132	79	119	251	237	224	192	220	208	480	653	679	472	225	283	347	72	276	320	251	414	196	332	376	176	212	144	210	60	89
set-7	CM002236.1;CM002236.1;CM002236.1	409003;411304;414982	410715;414216;415191	-;-;-	4836	726	688	665	938	904	962	630	824	594	435	449	529	104	90	82	713	661	514	377	348	541	1045	1410	1358	969	0	0	1	103	238	164	106	264	125	238	271	201	534	237	359	186	271
NCU07495	CM002236.1;CM002236.1;CM002236.1	417743;417936;418329	417860;418262;419008	+;+;+	1125	3837	4151	3900	3451	3145	3609	2989	3449	3363	4261	3927	5216	1082	868	1108	3193	3186	2483	1783	1950	1615	4711	5499	5523	4644	1579	1859	1864	820	2249	2168	1183	2284	1124	2059	2735	1596	2021	1313	1908	165	365
NCU07494	CM002236.1;CM002236.1	420358;420505	420425;421390	+;+	954	1351	1507	1385	1287	1118	1164	1289	1589	1441	1191	1397	1991	466	543	467	1012	926	741	779	798	714	2052	2833	2648	1998	416	429	548	485	1572	1160	390	1202	478	1140	1400	720	896	707	822	356	277
NCU07493	CM002236.1	422013	423257	-	1245	3843	3888	3436	2955	2934	2955	3029	4191	3524	1808	2123	3124	1478	1348	1129	2392	2176	1959	1430	1782	1460	4711	5827	5811	4674	1448	1119	2348	772	2873	1612	445	1059	368	1641	2379	890	1803	1502	1971	806	520
NCU07492	CM002236.1;CM002236.1	423934;427786	427659;427797	-;-	3738	1856	1707	1825	1954	1717	1871	910	1297	1033	630	670	815	665	538	394	1458	1601	1178	401	489	509	2362	3154	3051	2329	439	482	387	50	224	124	98	148	86	154	233	94	948	568	866	302	185
NCU07491	CM002236.1	429523	430602	-	1080	5022	3127	4667	2882	2292	2530	4785	4692	3315	1299	1259	1697	3672	2246	1358	5324	8672	3392	874	1401	1052	15042	17580	17738	15021	703	2153	2682	679	2734	1861	815	1810	3025	5178	7511	6278	2328	1821	6372	710	771
pzl-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	438914;438914;440381;440381;440589;440589	440326;440326;440533;440533;440618;440618	+;+;+;+;+;+	1596	2998	2582	2743	2426	1941	2006	1885	2443	2123	1338	1428	1853	839	610	544	2521	2683	1897	663	792	861	4286	4914	4842	4258	513	599	427	133	383	339	342	530	311	560	684	557	1492	742	1399	212	379
NCU16314	CM002236.1	441227	441574	-	348	948	990	954	794	713	769	752	911	836	563	566	794	568	497	454	823	930	692	277	447	275	1849	2199	2264	1731	450	485	866	179	807	371	265	782	251	946	1022	759	446	577	705	163	109
gh3-6	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	448859;449122;449305;449617;449895	449068;449247;449563;449836;451692	+;+;+;+;+	2613	368	292	299	343	341	332	154	158	162	107	92	141	129	58	57	612	642	522	183	199	144	208	332	279	223	190	106	158	48	254	192	54	85	90	123	259	154	145	66	116	61	129
NCU07486	CM002236.1	453962	454759	-	798	88	52	50	103	91	73	37	64	84	53	20	63	10	9	18	51	25	39	37	45	22	112	95	114	101	20	18	27	6	49	41	26	42	16	34	37	19	36	21	54	6	20
NCU07485	CM002236.1	455370	456143	+	774	1035	1522	811	1222	1185	1322	630	696	716	483	433	521	133	68	119	572	521	429	248	323	166	757	854	922	681	171	180	219	266	1041	737	268	581	234	606	730	340	345	236	526	208	521
gh18-8	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	456742;456947;459042;459445;460324;460592;460792	456807;458953;459350;460200;460507;460718;461929	+;+;+;+;+;+;+	4587	716	2114	777	944	816	972	437	505	418	80	131	151	36	25	36	255	482	199	62	69	68	507	614	585	533	56	46	47	132	404	351	146	331	217	229	323	199	315	96	346	194	784
fr	CM002236.1;CM002236.1	464598;465030	464942;466955	+;+	2271	2668	1948	2349	1897	1630	1611	1804	2269	2316	800	841	1138	723	445	472	2076	2229	1429	669	819	820	4037	5063	4993	3964	476	529	540	254	798	570	223	720	354	526	585	438	1387	961	1509	171	298
NCU07482	CM002236.1;CM002236.1	467421;468451	468324;468896	-;-	1350	651	485	532	591	528	538	792	990	942	116	197	288	243	244	174	581	658	579	257	277	289	1593	2452	2402	1658	151	150	277	61	300	134	56	252	73	275	288	207	543	342	447	128	129
NCU07481	CM002236.1;CM002236.1;CM002236.1;CM002236.1	474658;475012;475227;478106	474850;475166;478038;478227	+;+;+;+	3282	1611	1450	1356	1195	979	1099	1041	1285	1133	812	774	1112	537	387	329	1017	1099	717	374	389	307	2122	2851	2808	2303	296	268	362	51	227	186	164	355	146	200	161	134	680	449	703	157	222
NCU07480	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	479576;479882;480072;480385;481079;481363;481541;481895;482114	479712;480018;480215;480908;481163;481460;481680;481931;482143	-;-;-;-;-;-;-;-;-	1332	30	13	12	25	14	28	25	6	30	0	1	4	2	0	0	0	6	0	2	2	0	0	5	2	2	2	4	6	5	20	10	22	47	24	17	18	28	0	2	0	11	21
NCU07479	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	486622;486832;487178;487914;488324;489061;490295;490398	486746;486862;487792;488272;488401;490174;490336;490547	-;-;-;-;-;-;-;-	2514	96	101	54	111	148	104	64	47	76	10	18	27	4	4	3	53	58	55	20	31	8	76	85	80	89	32	8	27	57	102	57	42	92	54	61	90	72	40	23	63	18	36
NCU07478	CM002236.1	491910	493376	-	1467	1148	1124	1039	1023	866	832	1244	1540	1608	488	474	485	351	418	276	728	817	497	292	314	279	1054	1271	1262	1124	225	306	355	21	142	82	31	70	38	98	136	84	471	417	298	117	155
NCU07477	CM002236.1;CM002236.1	494785;498435	498330;498533	-;-	3645	1927	1666	1378	1589	1436	1334	719	1113	956	546	544	616	533	229	314	1710	1991	1194	642	606	520	2369	2931	2915	2293	348	316	346	239	638	765	318	808	477	478	678	558	1121	478	1036	73	158
NCU07476	CM002236.1;CM002236.1	502599;504560	504494;504670	-;-	2007	419	271	368	373	377	442	343	457	362	211	206	264	125	102	66	380	384	243	305	309	255	649	884	811	644	110	110	166	82	351	306	195	384	163	523	496	383	254	236	244	23	39
NCU07475	CM002236.1;CM002236.1;CM002236.1	508204;508434;508744	508341;508679;508941	-;-;-	582	23	42	15	88	58	58	52	54	73	0	0	0	0	0	0	0	6	4	8	4	1	3	9	6	4	0	0	0	6	24	18	10	13	8	37	28	16	6	6	5	2	2
NCU07474	CM002236.1;CM002236.1	512647;512969	512895;513730	-;-	1011	3410	1926	3450	3417	2824	2806	3795	4142	4786	767	697	986	1639	504	661	9073	10955	7183	3849	4267	2796	13444	16192	16226	13547	1644	1519	2457	313	992	811	438	1031	510	613	889	510	6171	4053	5502	23	104
NCU07473	CM002236.1;CM002236.1;CM002236.1	514584;516836;517925	516777;517861;518790	-;-;-	4086	5425	2508	5241	3800	3083	3645	2803	3299	2707	1898	1853	2507	2491	1213	772	6749	7370	4993	2221	2488	2196	18045	23545	23559	17800	804	1380	1424	510	1672	1429	958	2472	829	3560	3998	2438	4205	1933	4283	269	395
NCU07472	CM002236.1;CM002236.1;CM002236.1	519650;520965;521485	520908;521414;521506	-;-;-	1731	2596	2222	2626	2398	2248	2417	1699	2162	2277	1198	1198	1445	1393	1046	694	2864	2985	2285	1476	1828	1346	4846	5943	5996	4814	796	917	1474	280	1044	704	353	739	512	987	1102	840	2024	1476	2156	189	209
NCU07471	CM002236.1;CM002236.1;CM002236.1	522169;522411;522996	522200;522853;523390	+;+;+	870	6186	5978	6095	7183	6268	7330	5924	6780	6425	4135	4120	5767	2654	2825	2211	8994	8744	6869	3803	4879	3563	12567	16021	16171	12453	2186	2506	2885	2144	6053	4385	1371	2527	1548	4075	6454	2977	5386	3034	5161	747	668
NCU07468	CM002236.1;CM002236.1;CM002236.1	531405;531714;532131	531606;532014;532755	+;+;+	1128	2082	1751	2404	1504	1247	1206	1501	1878	1708	1164	1201	1600	957	684	638	2676	2527	1976	529	618	525	5144	6307	6145	5003	513	851	681	300	961	414	89	221	108	360	396	261	1342	722	1774	328	240
NCU07467	CM002236.1;CM002236.1;CM002236.1;CM002236.1	536393;536393;536532;536532	536446;536446;537074;537074	+;+;+;+	597	4719	4085	4748	4909	4480	4732	5116	5589	5880	4144	3998	5875	3095	2017	2453	9273	9934	7390	4381	4653	3003	17644	22148	22001	17671	2585	2529	5006	3425	10401	5685	923	2515	1028	5990	8979	3095	6291	3592	7809	625	622
NCU07466	CM002236.1;CM002236.1	537927;538471	538352;538572	-;-	528	2865	3367	2503	2768	2537	2819	2950	3862	3469	1939	2184	3286	716	695	901	2200	1954	1528	1195	1462	1201	2813	3411	3374	2562	755	732	630	527	1466	987	235	529	280	956	1369	533	1290	900	1412	257	264
